index,context,question,answer
810,"Fl-1914, meta bdiet l-Ewwel Gwerra Dinjija, Rasputin oppona bil-qawwa d-dħul tar-Russja fil-gwerra, u bassar li ħa jkun hemm katastrofi enormi għan-nies tar-raba', li ħa jmutu bl-eluf. Madankollu ma setax jeżerċita l-influwenza tiegħu fuq iz-Kżar, għax kien hemm attentat fuq ħajtu fir-raħal tiegħu fit-28 ta' Ġunju 1914, l-istess jum tal-qtil ta' Sarajevo.",Meta seħħ il-qtil ta' Sarajevo?,fit-28 ta' Ġunju 1914
811,"Ravenna hija l-belt kapitali tal-Provinċja ta' Ravenna, fir-reġjun ta' Emilia-Romagna fit-Tramuntana tal-Italja. Kienet il-belt kapitali tal-Imperu Ruman tal-Punent mill-402 sal-waqgħa tal-imperu fl-476. Imbagħad kienet il-kapitali tar-Renju Ostrogotiku sa ma nħakmet mill-ġdid fil-540 mill-Imperu Biżantin. Wara dan iż-żmien, il-belt saret iċ-ċentru tal-Eżarkat Biżantin ta' Ravenna sal-qtil tal-aħħar eżark mil-Longobardi fis-751. Għalkemm hija belt 'il ġewwa mill-baħar, Ravenna hija kkollegata mal-Baħar Adrijatiku permezz tal-Kanal ta' Candiano. Il-belt hija magħrufa għall-arkitettura ppreservata sew tal-aħħar tal-Imperu Ruman u tal-Imperu Biżantin, bi tmien binjiet li jikkostitwixxu Sit ta' Wirt Dinji tal-UNESCO bit-titlu ""Monumenti Kristjani Bikrin ta' Ravenna"".",F' liem reġjun tinsab Ravenna?,fir-reġjun ta' Emilia-Romagna
812,"Ravenna hija l-belt kapitali tal-Provinċja ta' Ravenna, fir-reġjun ta' Emilia-Romagna fit-Tramuntana tal-Italja. Kienet il-belt kapitali tal-Imperu Ruman tal-Punent mill-402 sal-waqgħa tal-imperu fl-476. Imbagħad kienet il-kapitali tar-Renju Ostrogotiku sa ma nħakmet mill-ġdid fil-540 mill-Imperu Biżantin. Wara dan iż-żmien, il-belt saret iċ-ċentru tal-Eżarkat Biżantin ta' Ravenna sal-qtil tal-aħħar eżark mil-Longobardi fis-751. Għalkemm hija belt 'il ġewwa mill-baħar, Ravenna hija kkollegata mal-Baħar Adrijatiku permezz tal-Kanal ta' Candiano. Il-belt hija magħrufa għall-arkitettura ppreservata sew tal-aħħar tal-Imperu Ruman u tal-Imperu Biżantin, bi tmien binjiet li jikkostitwixxu Sit ta' Wirt Dinji tal-UNESCO bit-titlu ""Monumenti Kristjani Bikrin ta' Ravenna"".",Ravenna kif inhi kkollegata mal-Baħar Adrijatiku?,permezz tal-Kanal ta' Candiano
813,"Real Madrid Club de Fútbol (magħruf sempliċement bħala Real Madrid) hu klabb tal-futbol professjonali bbażat f'Madrid, fi Spanja. Fil-futbol Spanjol hu l-iktar tim b' suċċessi u ġie vvutat mill-FIFA bħala l-aqwa klabb tas-seklu 20, wara li rebaħ rekord ta' wieħed u tletin titlu tal-La Liga, sbatax-il Tazza Spanjola, disa' Tazez taċ-Ċampjins u żewġ Tazez UEFA. Real kienu fost il-membri fundatarji tal-grupp G-14, għaqda li kienet tgħaqqad l-aqwa klabbs Ewropej li ġiet sostitwita mill-European Club Association.",Minn xiex ġiet sostwita l-G-14?,mill-European Club Association.
814,"Real Madrid Club de Fútbol (magħruf sempliċement bħala Real Madrid) hu klabb tal-futbol professjonali bbażat f'Madrid, fi Spanja. Fil-futbol Spanjol hu l-iktar tim b' suċċessi u ġie vvutat mill-FIFA bħala l-aqwa klabb tas-seklu 20, wara li rebaħ rekord ta' wieħed u tletin titlu tal-La Liga, sbatax-il Tazza Spanjola, disa' Tazez taċ-Ċampjins u żewġ Tazez UEFA. Real kienu fost il-membri fundatarji tal-grupp G-14, għaqda li kienet tgħaqqad l-aqwa klabbs Ewropej li ġiet sostitwita mill-European Club Association.",X' kienet il-G-14?,għaqda li kienet tgħaqqad l-aqwa klabbs Ewropej
815,"Real Madrid Club de Fútbol (magħruf sempliċement bħala Real Madrid) hu klabb tal-futbol professjonali bbażat f'Madrid, fi Spanja. Fil-futbol Spanjol hu l-iktar tim b' suċċessi u ġie vvutat mill-FIFA bħala l-aqwa klabb tas-seklu 20, wara li rebaħ rekord ta' wieħed u tletin titlu tal-La Liga, sbatax-il Tazza Spanjola, disa' Tazez taċ-Ċampjins u żewġ Tazez UEFA. Real kienu fost il-membri fundatarji tal-grupp G-14, għaqda li kienet tgħaqqad l-aqwa klabbs Ewropej li ġiet sostitwita mill-European Club Association.",Liem hu l-aqwa klabb tas-seklu 20?,Real Madrid
816,"Ir-Regatta Nazzjonali Maltija hija regatta tal-qdif li ssir darbtejn fis-sena fil-31 ta’ Marzu, Jum il-Ħelsien, biex tfakkar l-irtirar tat-truppi Ingliżi u r-Royal Navy minn Malta u fit-8 ta’ Settembru, Jum il-Vitorja, rispettivament. Ir-Regatta tpoġġi 7 parteċipanti kontra xulxin fuq 11-il Razza Regatta Tradizzjonali ta’ Malta ta’  1,040 metru kull waħda li jkopru żewġ kategoriji u t-tellieqa tan-nisa. Ir-Regatta ssir fil-Port il-Kbir u bħala avveniment nazzjonali, tiġbed eluf ta ’ spettaturi sena wara sena.",Meta jiġi ċċelebrat Jum il-Ħelsien?,fil-31 ta’ Marzu
817,"Ir-Regatta Nazzjonali Maltija hija regatta tal-qdif li ssir darbtejn fis-sena fil-31 ta’ Marzu, Jum il-Ħelsien, biex tfakkar l-irtirar tat-truppi Ingliżi u r-Royal Navy minn Malta u fit-8 ta’ Settembru, Jum il-Vitorja, rispettivament. Ir-Regatta tpoġġi 7 parteċipanti kontra xulxin fuq 11-il Razza Regatta Tradizzjonali ta’ Malta ta’  1,040 metru kull waħda li jkopru żewġ kategoriji u t-tellieqa tan-nisa. Ir-Regatta ssir fil-Port il-Kbir u bħala avveniment nazzjonali, tiġbed eluf ta ’ spettaturi sena wara sena.",Meta tiġi ċċelebrata l-Vittorja?,fit-8 ta’ Settembru
818,Qaddiefa minn 7 klabbs differenti jikkompetu f’żewġ kategoriji. Il-Kategorija 'Miftuħa' hija ddedikata għal qaddiefa professjonali filwaqt li l-Kategorija 'B' hija maħsuba għal qaddiefa li għadhom ma sarux esperjenzati. Kull kategorija tinkludi ħames tiġrijiet u l-klabb li jikseb l-ogħla numru ta' punti mill-ħames tiġrijiet jirbaħ il-kategorija rispettiva.,Kemm il-klabb jikkompeti?,7 klabbs differenti
819,Qaddiefa minn 7 klabbs differenti jikkompetu f’żewġ kategoriji. Il-Kategorija 'Miftuħa' hija ddedikata għal qaddiefa professjonali filwaqt li l-Kategorija 'B' hija maħsuba għal qaddiefa li għadhom ma sarux esperjenzati. Kull kategorija tinkludi ħames tiġrijiet u l-klabb li jikseb l-ogħla numru ta' punti mill-ħames tiġrijiet jirbaħ il-kategorija rispettiva.,Għal min hi ddedikata l-Kategorija Miftuħa?,għal qaddiefa professjonali
820,"Il-Kristjaneżmu huwa reliġjon monoteistika Abrahamika bbażata fuq il-ħajja u t-tagħlim ta' Ġesù ta' Nazaret. L-osservanti tiegħu, magħrufa bħala Kristjani, jemmnu li Ġesù huwa l-Kristu, li l-miġja tiegħu bħala l-messija ġiet profetizzata fil-Bibbja Ebrajka, imsejħa l-Antik Testment fil-Kristjaneżmu, u kronikata fit-Testment il-Ġdid.  Hija r-reliġjon l-akbar fid-dinja b’ madwar 2.4 biljun segwaċi.",Kemm għandu segwaċi il-Kristjaneżmu?,2.4 biljun segwaċi
821,"Il-Kristjaneżmu huwa reliġjon monoteistika Abrahamika bbażata fuq il-ħajja u t-tagħlim ta' Ġesù ta' Nazaret. L-osservanti tiegħu, magħrufa bħala Kristjani, jemmnu li Ġesù huwa l-Kristu, li l-miġja tiegħu bħala l-messija ġiet profetizzata fil-Bibbja Ebrajka, imsejħa l-Antik Testment fil-Kristjaneżmu, u kronikata fit-Testment il-Ġdid.  Hija r-reliġjon l-akbar fid-dinja b’ madwar 2.4 biljun segwaċi.",Fuq xiex huwa bbażat il-Kristjaneżmu?,fuq il-ħajja u t-tagħlim ta' Ġesù ta' Nazaret
822,"Karteżju estenda l-kunċett tal-għarfien razzjonalistiku ispirat miċ-ċertezza u l-preċiżjoni tax-xjenzi matematiċi, kif kien propost minn Francis Bacon u fformulat u applikat b'mod effettiv minn Galileo Galilei, għal kull aspett tal-għarfien, u welled dak li llum hu magħruf bħala r-razzjonaliżmu kontinentali, pożizzjoni filosofika li kienet dominanti fl-Ewropa bejn is-seklu 17 u s-seklu 18.",Meta kien popolari r-razzjonaliżmu kontinentali?,bejn is-seklu 17 u s-seklu 18
823,"Fis-snin 90, is-sejħiet għad-demokrazija wasslu għall-ewwel elezzjonijiet demokratiċi multipartiti fl-1993. Ange-Félix Patassé sar president, iżda aktar tard tkeċċa mill-Ġeneral François Bozizé fil-kolp ta’ stat tal-2003. Il-Gwerra ta’ Bush fir-Repubblika Ċentru-Afrikana bdiet fl-2004, u minkejja trattat ta’ paċi fl-2007 u ieħor fl-2011, il-gwerra ċivili reġgħet bdiet fl-2012. Il-gwerra ċivili kompliet ir-rekord fqir tad-drittijiet tal-bniedem tal-pajjiż: kienet ikkaratterizzata minn abbużi mifruxa u li qed jikbru minn diversi gruppi armati parteċipanti, inklużi priġunerija arbitrarja, tortura, u restrizzjonijiet fuq il-libertà tal-istampa u l-moviment.",Meta saru l-ewwel elezzjonijiet demokratiċi multipartiti?,fl-1993
824,"Il-popolazzjoni ma taqbiżx is-sitt miljun abitant, u dan jirriżulta f'densità baxxa ta' popolazzjoni. Il-lingwa uffiċjali hija l-Franċiż; bil-Lingala u Munukutuba (jew Kituba) bħala lingwi nazzjonali: Il-Kristjaneżmu għandu preżenza importanti għalkemm ir-reliġjonijiet tribali għandhom l-aktar aderenti. L-ekonomija tar-Repubblika tal-Kongo għadha bbażata fuq l-agrikoltura u l-estrazzjoni taż-żejt.",Fuq xiex inhi ibbażata l-ekonomija tal-Kongo?,fuq l-agrikoltura u l-estrazzjoni taż-żejt
825,"It-territorju attwali tal-Kongo kien abitat mit-tribujiet Bantu sal-wasla tal-Ewropej fis-seklu 16. Sar kolonja ta' Franza, taħt l-isem ta' “Kongo Franċiż”. Wara li kiseb l-indipendenza tiegħu f' nofs is-seklu 20, il-pajjiż għadda minn diversi reġimi politiċi sakemm laħaq id-demokrazija multipartitika li tmexxi l-pajjiż fis-seklu 21.",Meta sar demokrazzija il-Kongo?,fis-seklu 21
826,"It-territorju attwali tal-Kongo kien abitat mit-tribujiet Bantu sal-wasla tal-Ewropej fis-seklu 16. Sar kolonja ta' Franza, taħt l-isem ta' “Kongo Franċiż”. Wara li kiseb l-indipendenza tiegħu f' nofs is-seklu 20, il-pajjiż għadda minn diversi reġimi politiċi sakemm laħaq id-demokrazija multipartitika li tmexxi l-pajjiż fis-seklu 21.",Meta kiseb l-indipendenza minn Franza?,f' nofs is-seklu 20
827,"Ir-Repubblika tal-Krimea hi waħda mir-repubbliki tar-Russja. Il-Krimea kisbet l-indipendenza mill-Ukrajna f' Marzu tal-2014 wara referendum. B' hekk ir-Repubblika Awtonoma tal-Krimea u l-belt ta' Sevastopol ingħaqdu bħala stat indipendenti magħruf bħala r-Repubblika tal-Krimea. Ftit jiem wara l-mexxejja tal-istat il-ġdid talbu li jsiru parti mir-Russja. Il-belt ta' Sevastopol saret belt federali u l-kumplament tal-Krimea saret repubblika fi ħdan il-Federazzjoni Russa. Madankollu dan mhu rikonoxut mill-ebda pajjiż, u l-kumplament tad-dinja għada tqis kemm il-Krimea kif ukoll Sevastopol bħala parti mill-Ukraina.",Il-Krimea kif kisbet l-indipendenza?,wara referendum
828,"Il-familja Savoia hija familja rjali antika li ġiet stabbilita fl-1003 fir-reġjun ta' Savoie (li issa jinsab f'Rhône-Alpes, Franza), u iktar 'il quddiem fl-1720 saħħet il-poter tagħha u rrenjat fuq ir-Renju ta' Sardenja fil-Majjistral tal-Italja. Il-fergħa żagħżugħa tagħha, il-familja ta' Savoia-Carignano, wasslet għall-unifikazzjoni tal-Italja fl-1861 u rrenjat fuq ir-Renju tal-Italja mill-1861 sat-Tieni Gwerra Dinjija. Matul dan iż-żmien, ir-Re Vittorio Emanuele III abdika favur ibnu Umberto II iżda wara referendum istituzzjonali fl-1946, il-monarkija ġiet abolita, ġiet stabbilita repubblika, u l-membri tal-familja Savoia tkeċċew mill-pajjiż.",Kemm damet tirrenja il-familja Savoia-Carignano?,mill-1861 sat-Tieni Gwerra Dinjija
829,"Il-familja Savoia hija familja rjali antika li ġiet stabbilita fl-1003 fir-reġjun ta' Savoie (li issa jinsab f'Rhône-Alpes, Franza), u iktar 'il quddiem fl-1720 saħħet il-poter tagħha u rrenjat fuq ir-Renju ta' Sardenja fil-Majjistral tal-Italja. Il-fergħa żagħżugħa tagħha, il-familja ta' Savoia-Carignano, wasslet għall-unifikazzjoni tal-Italja fl-1861 u rrenjat fuq ir-Renju tal-Italja mill-1861 sat-Tieni Gwerra Dinjija. Matul dan iż-żmien, ir-Re Vittorio Emanuele III abdika favur ibnu Umberto II iżda wara referendum istituzzjonali fl-1946, il-monarkija ġiet abolita, ġiet stabbilita repubblika, u l-membri tal-familja Savoia tkeċċew mill-pajjiż.",L-Italja meta ġiet unifikata?,fl-1861
830,"Ir-Rewwixta tal-Qassisin, magħrufa wkoll bħala r-Ribelljoni tal-Maltin tal-1775 jew ir-Ribelljoni ta' Settembru 1775, kienet rewwixta mmexxija mill-kleru ta' Malta kontra l-Ordni ta' San Ġwann, li kellha s-sovranità fuq il-Gżejjer Maltin. Ir-rewwixta seħħet fit-8 ta' Settembru 1775, iżda l-Ordni sfaxxata fix-xejn fi ftit sigħat. Ir-ribelli nqabdu u wħud ġew ġustizzjati, eżiljati jew mitfugħa l-ħabs.",Kontra min irribellaw il-qassisin?,kontra l-Ordni ta' San Ġwann
831,"Ir-Rewwixta tal-Qassisin, magħrufa wkoll bħala r-Ribelljoni tal-Maltin tal-1775 jew ir-Ribelljoni ta' Settembru 1775, kienet rewwixta mmexxija mill-kleru ta' Malta kontra l-Ordni ta' San Ġwann, li kellha s-sovranità fuq il-Gżejjer Maltin. Ir-rewwixta seħħet fit-8 ta' Settembru 1775, iżda l-Ordni sfaxxata fix-xejn fi ftit sigħat. Ir-ribelli nqabdu u wħud ġew ġustizzjati, eżiljati jew mitfugħa l-ħabs.",X' sar mil-qassisin li rvellaw?,"ġew ġustizzjati, eżiljati jew mitfugħa l-ħabs"
832,"Ir-Riforma Protestanta kienet moviment ewlieni fi ħdan il-Kristjaneżmu tal-Punent fl-Ewropa tas-seklu 16 li ħoloq sfida reliġjuża u politika għall-Knisja Kattolika u b’mod partikolari għall-awtorità papali, li rriżulta minn dawk li kienu pperċepiti bħala żbalji, abbużi u diskrepanzi mill-Knisja Kattolika. Ir-Riforma kienet il-bidu tal-Protestantiżmu u l-qasma tal-Knisja tal-Punent fi Protestantiżmu u dik li llum hija l-Knisja Kattolika Rumana. Huwa wkoll meqjus bħala wieħed mill-ġrajjiet li jfissru t-tmiem tal-Medjuevu u l-bidu tal-perjodu bikri tal-modern fl-Ewropa.",X' wassal għar-Riforma Protestanta?,"żbalji, abbużi u diskrepanzi mill-Knisja Kattolika"
833,"Ir-Rivoluzzjoni Russa tal-1917, ġabet fi tmiemha id-dittatura tal-Kżar u wasslet għall-ħolqien tal-Unjoni Sovjetika. Il-Kżar tneħħa u minfloku kien hemm gvern proviżorju fi Frar 1917. F'Ottubru 1917 il-gvern proviżorju tneħħa u ġie ffurmat gvern Bolxevista (Komunista).",X' laħaq flok il-gvern proviżorju?,gvern Bolxevista (Komunista)
834,"Ir-Rivoluzzjoni Russa tal-1917, ġabet fi tmiemha id-dittatura tal-Kżar u wasslet għall-ħolqien tal-Unjoni Sovjetika. Il-Kżar tneħħa u minfloku kien hemm gvern proviżorju fi Frar 1917. F'Ottubru 1917 il-gvern proviżorju tneħħa u ġie ffurmat gvern Bolxevista (Komunista).",Permezz ta' xiex inħolqot l-Unjoni Sovjetika?,Ir-Rivoluzzjoni Russa tal-1917
835,"Ir-rivoluzzjoni ta’ Ottubru kienet waħda organizzata għall-aħħar. Id-diversi kunsilli ta’ ħaddiema u suldati, komunement magħrufa bħala Soviets, kienu nfurmati b’kull ma kien se jseħħ u kollha kellhom l-ordnijiet tagħhom. Is-sinjal kien tir sparat mill-bastiment Aurora. Ma’ dan it-tir suldati u baħrin li kienu jiffurmaw il-Gwardji Ħomor attakkaw il-Palazz tax-Xitwa fi Petrograd arrestaw il-membri tal-gvern proviżorju u installaw it-tmexxija Bolxevika. Is-suċċess ta’ din ir-rivoluzzjoni, minkejja l-gwerra ċivili li seħħet bejn l-1919 u l-1921, iggalvanizzat lill-partiti u movimenti xellugin madwar id-dinja.",X' kienu s-Soviets?,kunsilli ta’ ħaddiema u suldati
836,"Ir-Riżoluzzjoni 68/262 tal-Assemblea Ġenerali tal-Ġnus Magħquda ġiet adottata fis-27 ta' Marzu 2014 mit-tmienja u sittin sessjoni tal-Assemblea Ġenerali tal-Ġnus Magħquda b' reazzjoni għall-annessjoni Russa tal-Krimea u intitolata ""Integrità territorjali tal-Ukrajna"".  Ir-riżoluzzjoni mhux vinkolanti, li kienet appoġġjata minn mitt stat membru tal-Ġnus Magħquda, affermat l-impenn tal-Assemblea Ġenerali għall-integrità territorjali tal-Ukrajna fi ħdan il-fruntieri rikonoxxuti internazzjonalment tagħha u enfasizzat l-invalidità tar-referendum tal-Krimea tal-2014. Ħdax-il nazzjon ivvotaw kontra r-riżoluzzjoni, filwaqt li 58 astjenew, u 24 stati oħra kienu nieqsa meta saret il-votazzjoni.",X' kien t-titlu tar-Riżoluzzjoni?,Integrità territorjali tal-Ukrajna
837,"Il-worm ta' Morris ġie żviluppat fl-1988 waqt li kien jattendi l-Università ta' Cornell. Hu stqarr li kien iddisinjat biex jara d-daqs tal-internet. Il-worm tnieda minn MIT, minflok Cornell. Dan il-worm sfrutta numru ta' dgħufijiet sabiex jidħol fis-sistemi mixtieqa, fosthom:",Għaliex ġie disinjat il-worm?,biex jara d-daqs tal-internet
838,"Il-worm ta' Morris ġie żviluppat fl-1988 waqt li kien jattendi l-Università ta' Cornell. Hu stqarr li kien iddisinjat biex jara d-daqs tal-internet. Il-worm tnieda minn MIT, minflok Cornell. Dan il-worm sfrutta numru ta' dgħufijiet sabiex jidħol fis-sistemi mixtieqa, fosthom: żball fis-sendmail, programm użat biex jamministra l-posta elettronika jew żball fil-finger, li jippermetti li jiġi esegwit kodiċi remot jew programm li jippermetti li wieħed jara informazzjoni dwar utent tas-sistema permezz ta' RSH.",Għaliex jintuża is-sendmail?,programm użat biex jamministra l-posta elettronika
839,"Bunsen żviluppa wkoll diversi metodi analitiċi tal-gassijiet, kien pijunier fil-fotokimika, u għamel xogħol bikri fil-qasam tal-kimika organoarsenika. Flimkien mal-assistent tal-laboratorju tiegħu Peter Desaga, huwa żviluppa l-Bunsen burner, titjib fuq il-burners tal-laboratorju li kienu jintużaw dak iż-żmien.",Xi żviluppa Bunsen?,l-Bunsen burner
840,"San Robertu Bellarmino, (1542-1621), qassis u studjuż Taljan, kien wieħed mill-mexxejja ewlenin ta' dik li tissejjaħ il-Kontro-Riforma, jiġifieri l-ħidma biex il-Knisja Kattolika tiġġedded, bi tweġiba għall-Protestanti.",X' kienet il-Kontro-Riforma?,"l-ħidma biex il-Knisja Kattolika tiġġedded, bi tweġiba għall-Protestanti"
841,"Maħtur kardinal kontra qalbu fl-1599 (in-nies bdew isejħulu “l-Ġiżwita l-Aħmar”), Bellarmino serva ta' arċisqof ta' Capua għal tliet snin, mill-1602 sa l-1605. Wara mar lura Ruma fejn issokta bl-istudji tiegħu. Ammiratur tax-xjenzat kbir Galileo, huwa ddefenda d-dritt tiegħu li jippubblika l-kitbiet tiegħu dwar is-sistema solari. Wara li kien qassam ġidu f'ħajtu lill-foqra, Robertu miet fqir nhar is-17 ta' Settembru 1621.",Lil min iddefenda Robertu?,Galileo
842,"Rosalba Carriera kienet pittriċi Venezjana tal-istil rokokò. F' żgħożitha speċjalizzat fil-pittura tal-minjaturi. Aktar tard saret magħrufa għax-xogħol tagħha bil-pastelli, mezz li jaqbel sewwa mal-istil rokokò.",Biex kienet tpitter Carriera?,bil-pastelli
843,"Il-Mosta hija lokalità fiċ-ċentru ta’ Malta. Il-Mosta minn raħal kiber biex issa ħa d-daqs ta' belt Maltija, jgħodd it-18,249 ċittadin Mosti. Dan jagħmel il-Mosta t-tieni l-akbar lokalità f'Malta. Il-qaddisa patruna tal-Mosta hija Santa Marija Assunta, li tiġi ċċelebrata fil-15 t'Awwissu. Iddedikata lil Santa Marija, fil-Mosta wieħed isib it-tielet l-akbar koppla fid-dinja, magħrufa aħjar bħala r-Rotunda.",Kif inhi magħrufa l-koppla tal-Mosta?,r-Rotunda
844,"Ir-Royal Exhibition Building ġiet iddisinjata mill-arkitett Joseph Reed tad-ditta Reed and Barnes, li ddisinja wkoll il-Muniċipju ta' Melbourne, il-Librerija Statali ta' Victoria u l-ġonna bi stil Barokk. Ir-Royal Exhibition Building kienet l-ikbar disinn li qatt twettaq minn Reed and Barnes. Skont Reed, id-disinn ekklettiku ġie ispirat minn bosta sorsi. Ir-Royal Exhibition Building, magħmula bil-brikks, bl-injam, bl-azzar u bil-lavanja, tirrappreżenta l-istili Biżantini, Rumaneski u Rinaxximentali Lombardi u Taljani. Il-koppla ġiet immudellata fuq il-Katidral ta' Firenze, filwaqt li l-paviljuni prinċipali ġew influwenzati mill-istil tar-Rundbogenstil u diversi binjiet minn Normandija, Caen u Pariġi. Il-binja għandha l-iskala tal-Belle Arti Franċiżi, bi pjanta b'għamla ta' salib Latin, b'sezzjonijiet twal qishom b'navata mpoġġija b'mod simetriku fuq assi mil-Lvant għall-Punent madwar il-koppla ċentrali, u b'sezzjoni iqsar lejn it-Tramuntana.",Fuq xiex ġiet mudellata l-koppla?,fuq il-Katidral ta' Firenze
845,"Rudolf Julius Emanuel Clausius kien fiżiku u matematiku Ġermaniż u hu meqjus bħala wieħed mill-fundaturi ċentrali tax-xjenza tat-termodinamika. Permezz tal-formolazzjoni ġdida tiegħu tal-prinċipju ta' Sadi Carnot magħrufa bħala ċ-Ċiklu ta' Carnot, poġġa t-teorija tas-sħana fuq bażi aktar veru u soda. Fl-artiklu l-aktar importanti tiegħu, Dwar it-teorija mekkanika tas-sħana, ippubblikat fl-1850, ifformola ghall-ewwel darba l-ideat bażiċi tat-tieni liġi tat-termodinamika. Fl-1865 introduċa l-kunċett tal-entropija.",X' kunċett introduċa fl-1865?,kunċett tal-entropija
